component_id,major_category,label_zh,normalized_image_path,image_sha256,legacy_refs,canonical_term_key,canon_builder_status,needs_canon_builder_review,needs_human_review,review_notes,status_labels
COMP-100,节奏谱字,入乱,sources/qxby_component_atlas/images/jiezou_puzi/COMP-100_入乱.png,789318c02a8d197d2d818099f3bc06896c4d3e689e319ece0871bbfc84e416bc,,qxby::节奏谱字::入乱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-177,右手指法-一弦单弹,叠涓,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-177_叠涓.png,2c9d3055818db70cc4bcd6f37dcd0235d7b781500d3b1b8144feec61514860e4,,qxby::右手指法-一弦单弹::叠涓,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-178,右手指法-一弦单弹,大锁,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-178_大锁.png,69f74605125c5f51b7c9baf4764c16f3d1eb2298c8ff4facff3f6999a16367ad,,qxby::右手指法-一弦单弹::大锁,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-179,右手指法-一弦单弹,小锁,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-179_小锁.png,9bf9c443d2de8a30fb78756a441f93c385f3c76d44779ad37af2ebcfeafa915b,,qxby::右手指法-一弦单弹::小锁,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-180,右手指法-一弦单弹,打,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-180_打.png,50ee366e8f8ab1e316eaa896ad823cfff21c91600d48c5f81a43cf276de37c9a,,qxby::右手指法-一弦单弹::打,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-181,右手指法-一弦单弹,打摘,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-181_打摘.png,0cd9c68f5f899765f7a4550dff7ed3e25bd7bfe65887c82467ad87437efd6a17,,qxby::右手指法-一弦单弹::打摘,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-182,右手指法-一弦单弹,托,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-182_托.png,39fe37978e8f95dda19277638b3e77b079e6b6d38f5e9c46b12c0aea090e34ab,COMP-001,qxby::右手指法-一弦单弹::托,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-183,右手指法-一弦单弹,抹,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-183_抹.png,dd1d03ec9174741ad45efd031bc80c7f05dd17d1c5a7327e0aa103c8a011df09,,qxby::右手指法-一弦单弹::抹,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-184,右手指法-一弦单弹,抹勾,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-184_抹勾.png,b90ac71f8001224ebdbaeb064c87dc8ba2fbb9acb0e099b761c15f769d8edd5d,,qxby::右手指法-一弦单弹::抹勾,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-185,右手指法-一弦单弹,抹挑,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-185_抹挑.png,01e5026bc9c8fcf015def51bb9b6d56e3fadbf56d39866fb65e9a71ae8aa0ef0,COMP-031,qxby::右手指法-一弦单弹::抹挑,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-186,右手指法-一弦单弹,挑,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-186_挑.png,bcd3687604321a8ec613f0a6ae810255bad48764d0c56194007491478455ae03,COMP-018,qxby::右手指法-一弦单弹::挑,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-187,右手指法-一弦单弹,摘,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-187_摘.png,e0c22195fccb92f3e28c12bf57a8be386473ade71615f09fb2a5d6167d5241e1,,qxby::右手指法-一弦单弹::摘,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-188,右手指法-一弦单弹,擘,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-188_擘.png,fd12f8307db4b6682ac2ddd3f03c74d195fa60ef3272b3422d68c59c8e851abb,,qxby::右手指法-一弦单弹::擘,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-189,右手指法-一弦单弹,短锁,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-189_短锁.png,7f9c4654d034e25e7a4af717d77bf578d390e0a9559e20d5db1f5583a8b1adab,,qxby::右手指法-一弦单弹::短锁,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-190,右手指法-一弦单弹,背锁,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-190_背锁.png,2bdb709e48b6c0cf308b762de2abea142e34d047b399d27b137884817f4035a1,COMP-021,qxby::右手指法-一弦单弹::背锁,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-191,右手指法-一弦单弹,轮,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-191_轮.png,a1d25f7da9130b3d7ef164688c1dc7f83d587589d2626f75c0dff5750c79ff71,COMP-029,qxby::右手指法-一弦单弹::轮,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-192,右手指法-一弦单弹,锁,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-192_锁.png,ef45447037101dffbe7c4059565666ad261466773eb7137898223e3f4dc48387,,qxby::右手指法-一弦单弹::锁,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-193,右手指法-一弦单弹,长锁,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-193_长锁.png,fba0cf1ec399204cfac4701da6a58b9b3d89a12036e8cea83c76b6760ccbbfa3,,qxby::右手指法-一弦单弹::长锁,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-194,左手指法-本位取音,双吟,sources/qxby_component_atlas/images/lh_native_position/COMP-194_双吟.png,fcb4f773f040080309ae1197fcc1ea100b4417299252c4c3ef89e5566c4bd7e8,COMP-034,qxby::左手指法-本位取音::双吟,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-195,左手指法-本位取音,双撞,sources/qxby_component_atlas/images/lh_native_position/COMP-195_双撞.png,25d2f81cef7927d876953d6442aeb46dab6596a1df9b88bb216468f9e899c0d2,,qxby::左手指法-本位取音::双撞,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-196,左手指法-本位取音,双猱,sources/qxby_component_atlas/images/lh_native_position/COMP-196_双猱.png,0d111c4b4908de07622f92daa0135acd96faff95f978678a02dbe695ea6be1df,,qxby::左手指法-本位取音::双猱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-197,左手指法-本位取音,反撞,sources/qxby_component_atlas/images/lh_native_position/COMP-197_反撞.png,24fe29dc8b550f2abc8b37755b0fcd3ef926f695463ed2c7a85c8b646a054124,,qxby::左手指法-本位取音::反撞,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-198,左手指法-本位取音,吟,sources/qxby_component_atlas/images/lh_native_position/COMP-198_吟.png,c1827b9ad3747032789dfbd2efa6cf77da5276420a5e8f9c15e8e086b047f050,COMP-010,qxby::左手指法-本位取音::吟,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-199,左手指法-本位取音,大吟,sources/qxby_component_atlas/images/lh_native_position/COMP-199_大吟.png,cd66c27a86d0fb8d4ff9caa4235c4975de86490d13b57b39923eeede07dce100,,qxby::左手指法-本位取音::大吟,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-200,左手指法-本位取音,大撞,sources/qxby_component_atlas/images/lh_native_position/COMP-200_大撞.png,296e6619e7160e1085dfc18106f28590b980486cd205d65c4440950b9fff2d40,,qxby::左手指法-本位取音::大撞,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-201,左手指法-本位取音,大猱,sources/qxby_component_atlas/images/lh_native_position/COMP-201_大猱.png,154e3af4810770fc1c71655aedca7e7e9473b1c59d780376c19f5ad721923243,,qxby::左手指法-本位取音::大猱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-202,左手指法-本位取音,定吟,sources/qxby_component_atlas/images/lh_native_position/COMP-202_定吟.png,d1f7962063debe606f0aba2dc0b7b6d8c63bac0609bc62d195b8dabf6da740cd,,qxby::左手指法-本位取音::定吟,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-203,左手指法-本位取音,定猱,sources/qxby_component_atlas/images/lh_native_position/COMP-203_定猱.png,b2bce7094b61f79a2ac36aefa173c148f1a07952f070ddc686a2448692534633,,qxby::左手指法-本位取音::定猱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-204,左手指法-本位取音,小撞,sources/qxby_component_atlas/images/lh_native_position/COMP-204_小撞.png,b86d678a7ace1aa895c92d38de465226ada27c5166983bdfefed62b6ca1165d4,,qxby::左手指法-本位取音::小撞,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-205,左手指法-本位取音,少吟,sources/qxby_component_atlas/images/lh_native_position/COMP-205_少吟.png,b968ca9e214fb77b53adc6cff2103f5098132ed64db3fdc4b7241f38eb82a068,,qxby::左手指法-本位取音::少吟,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-206,左手指法-本位取音,少猱,sources/qxby_component_atlas/images/lh_native_position/COMP-206_少猱.png,4cda24cb1c3e7a3cd0f6a292b65abda22dbc555fd82ae61522c9cfc6ac70f4cf,,qxby::左手指法-本位取音::少猱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-207,左手指法-本位取音,急吟,sources/qxby_component_atlas/images/lh_native_position/COMP-207_急吟.png,15330f8c1db7c10fe685b8644c482cbc34f7595a9092a00e16a4032898bba602,,qxby::左手指法-本位取音::急吟,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-208,左手指法-本位取音,急猱,sources/qxby_component_atlas/images/lh_native_position/COMP-208_急猱.png,cada9c588d15fa63f1b8cfa5e58cb220465ad3cd288e5c7c5181969e296e3dd3,,qxby::左手指法-本位取音::急猱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-209,左手指法-本位取音,撞,sources/qxby_component_atlas/images/lh_native_position/COMP-209_撞.png,34f9789aa7e299c2204886eeb06023957ad4d5f5a15ee11814c08bc255a527e4,COMP-028,qxby::左手指法-本位取音::撞,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-210,左手指法-本位取音,撞猱,sources/qxby_component_atlas/images/lh_native_position/COMP-210_撞猱.png,b1ba10dd430ec5f5044c96e038f164adbeda6c3e4a7f9f85e585285ef683f842,,qxby::左手指法-本位取音::撞猱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-211,左手指法-本位取音,注,sources/qxby_component_atlas/images/lh_native_position/COMP-211_注.png,0a4af267a550c8d126afe4ee8622f1c9ad31abf565ecd801f41e0787327baca6,COMP-025,qxby::左手指法-本位取音::注,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-212,左手指法-本位取音,注吟,sources/qxby_component_atlas/images/lh_native_position/COMP-212_注吟.png,b4a363c2f517df2f54aefcc6dd414d5b5a9a304c3563cd090225e3d929f322c3,,qxby::左手指法-本位取音::注吟,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-213,左手指法-本位取音,注猱,sources/qxby_component_atlas/images/lh_native_position/COMP-213_注猱.png,b67641b80e612a2fd84e95976cac12d72862f56be17d76485a0f4a52f523691d,,qxby::左手指法-本位取音::注猱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-214,左手指法-本位取音,猱,sources/qxby_component_atlas/images/lh_native_position/COMP-214_猱.png,f4c8352662e26d4363caa98c9715be351b56ab1e19449e3912ea6aea78cb95df,,qxby::左手指法-本位取音::猱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
